"","Direccion","Separacion","n","nYes","nNo","p","Observadores","Condicion","Grupo","Fijacion"
"817","0",14,12,7,5,0.583333333333333,"mcm","pos","hk","NA"
"818","0",17,12,8,4,0.666666666666667,"mcm","pos","hk","NA"
"819","0",20,12,3,9,0.25,"mcm","pos","hk","NA"
"820","45",3,12,9,3,0.75,"mcm","pos","hk","NA"
"821","45",5,12,9,3,0.75,"mcm","pos","hk","NA"
"822","45",8,12,8,4,0.666666666666667,"mcm","pos","hk","NA"
"823","45",11,11,8,3,0.727272727272727,"mcm","pos","hk","NA"
"824","45",14,12,6,6,0.5,"mcm","pos","hk","NA"
"825","45",17,12,6,6,0.5,"mcm","pos","hk","NA"
"826","45",20,12,6,6,0.5,"mcm","pos","hk","NA"
"827","90",3,12,8,4,0.666666666666667,"mcm","pos","hk","NA"
"828","90",5,12,9,3,0.75,"mcm","pos","hk","NA"
"829","90",8,12,6,6,0.5,"mcm","pos","hk","NA"
"830","90",11,12,7,5,0.583333333333333,"mcm","pos","hk","NA"
"831","90",14,12,6,6,0.5,"mcm","pos","hk","NA"
"832","90",17,12,9,3,0.75,"mcm","pos","hk","NA"
"833","90",20,12,9,3,0.75,"mcm","pos","hk","NA"
"834","135",3,12,8,4,0.666666666666667,"mcm","pos","hk","NA"
"835","135",5,12,11,1,0.916666666666667,"mcm","pos","hk","NA"
"836","135",8,12,7,5,0.583333333333333,"mcm","pos","hk","NA"
"837","135",11,12,9,3,0.75,"mcm","pos","hk","NA"
"838","135",14,12,7,5,0.583333333333333,"mcm","pos","hk","NA"
"839","135",17,12,5,7,0.416666666666667,"mcm","pos","hk","NA"
"840","135",20,12,3,9,0.25,"mcm","pos","hk","NA"
"841","0",3,2,0,2,0,"aaf","pre","cl","SI"
"842","0",5,4,3,1,0.75,"aaf","pre","cl","SI"
"843","0",8,7,6,1,0.857142857142857,"aaf","pre","cl","SI"
"844","0",11,5,3,2,0.6,"aaf","pre","cl","SI"
"845","0",14,7,5,2,0.714285714285714,"aaf","pre","cl","SI"
"846","0",17,9,4,5,0.444444444444444,"aaf","pre","cl","SI"
"847","0",20,9,7,2,0.777777777777778,"aaf","pre","cl","SI"
"848","135",3,9,4,5,0.444444444444444,"aaf","pre","cl","SI"
"849","135",5,3,2,1,0.666666666666667,"aaf","pre","cl","SI"
"850","135",8,5,4,1,0.8,"aaf","pre","cl","SI"
"851","135",11,10,6,4,0.6,"aaf","pre","cl","SI"
"852","135",14,5,3,2,0.6,"aaf","pre","cl","SI"
"853","135",17,9,1,8,0.111111111111111,"aaf","pre","cl","SI"
"854","135",20,9,6,3,0.666666666666667,"aaf","pre","cl","SI"
"855","45",3,5,2,3,0.4,"aaf","pre","cl","SI"
"856","45",5,6,4,2,0.666666666666667,"aaf","pre","cl","SI"
"857","45",8,5,2,3,0.4,"aaf","pre","cl","SI"
"858","45",11,5,2,3,0.4,"aaf","pre","cl","SI"
"859","45",14,8,4,4,0.5,"aaf","pre","cl","SI"
"860","45",17,7,2,5,0.285714285714286,"aaf","pre","cl","SI"
"861","45",20,3,2,1,0.666666666666667,"aaf","pre","cl","SI"
"862","90",3,6,3,3,0.5,"aaf","pre","cl","SI"
"863","90",5,9,2,7,0.222222222222222,"aaf","pre","cl","SI"
"864","90",8,6,5,1,0.833333333333333,"aaf","pre","cl","SI"
"865","90",11,8,3,5,0.375,"aaf","pre","cl","SI"
"866","90",14,6,2,4,0.333333333333333,"aaf","pre","cl","SI"
"867","90",17,8,4,4,0.5,"aaf","pre","cl","SI"
"868","90",20,5,3,2,0.6,"aaf","pre","cl","SI"
"869","0",3,3,2,1,0.666666666666667,"afb","pre","rt","SI"
"870","0",5,3,3,0,1,"afb","pre","rt","SI"
"871","0",8,3,2,1,0.666666666666667,"afb","pre","rt","SI"
"872","0",11,4,2,2,0.5,"afb","pre","rt","SI"
"873","0",14,6,1,5,0.166666666666667,"afb","pre","rt","SI"
"874","0",17,7,4,3,0.571428571428571,"afb","pre","rt","SI"
"875","0",20,8,5,3,0.625,"afb","pre","rt","SI"
"876","135",3,4,4,0,1,"afb","pre","rt","SI"
"877","135",5,4,3,1,0.75,"afb","pre","rt","SI"
"878","135",8,2,2,0,1,"afb","pre","rt","SI"
"879","135",11,10,2,8,0.2,"afb","pre","rt","SI"
"880","135",14,4,3,1,0.75,"afb","pre","rt","SI"
"881","135",17,5,4,1,0.8,"afb","pre","rt","SI"
"882","135",20,3,2,1,0.666666666666667,"afb","pre","rt","SI"
"883","45",3,5,4,1,0.8,"afb","pre","rt","SI"
"884","45",5,7,6,1,0.857142857142857,"afb","pre","rt","SI"
"885","45",8,6,4,2,0.666666666666667,"afb","pre","rt","SI"
"886","45",11,2,1,1,0.5,"afb","pre","rt","SI"
"887","45",14,5,2,3,0.4,"afb","pre","rt","SI"
"888","45",17,2,1,1,0.5,"afb","pre","rt","SI"
"889","45",20,3,2,1,0.666666666666667,"afb","pre","rt","SI"
"890","90",3,8,6,2,0.75,"afb","pre","rt","SI"
"891","90",5,6,3,3,0.5,"afb","pre","rt","SI"
"892","90",8,5,2,3,0.4,"afb","pre","rt","SI"
"893","90",11,8,3,5,0.375,"afb","pre","rt","SI"
"894","90",14,3,2,1,0.666666666666667,"afb","pre","rt","SI"
"895","90",17,2,0,2,0,"afb","pre","rt","SI"
"896","90",20,6,3,3,0.5,"afb","pre","rt","SI"
"897","0",3,9,6,3,0.666666666666667,"agm","pre","cl","SI"
"898","0",5,7,5,2,0.714285714285714,"agm","pre","cl","SI"
"899","0",8,12,7,5,0.583333333333333,"agm","pre","cl","SI"
"900","0",11,9,5,4,0.555555555555556,"agm","pre","cl","SI"
"901","0",14,12,3,9,0.25,"agm","pre","cl","SI"
"902","0",17,11,5,6,0.454545454545455,"agm","pre","cl","SI"
"903","0",20,14,6,8,0.428571428571429,"agm","pre","cl","SI"
"904","135",3,14,10,4,0.714285714285714,"agm","pre","cl","SI"
"905","135",5,8,6,2,0.75,"agm","pre","cl","SI"
"906","135",8,12,7,5,0.583333333333333,"agm","pre","cl","SI"
"907","135",11,13,9,4,0.692307692307692,"agm","pre","cl","SI"
"908","135",14,10,4,6,0.4,"agm","pre","cl","SI"
"909","135",17,9,6,3,0.666666666666667,"agm","pre","cl","SI"
"910","135",20,10,6,4,0.6,"agm","pre","cl","SI"
"911","45",3,13,9,4,0.692307692307692,"agm","pre","cl","SI"
"912","45",5,15,11,4,0.733333333333333,"agm","pre","cl","SI"
"913","45",8,12,7,5,0.583333333333333,"agm","pre","cl","SI"
"914","45",11,6,4,2,0.666666666666667,"agm","pre","cl","SI"
"915","45",14,13,7,6,0.538461538461538,"agm","pre","cl","SI"
"916","45",17,12,4,8,0.333333333333333,"agm","pre","cl","SI"
"917","45",20,5,2,3,0.4,"agm","pre","cl","SI"
"918","90",3,11,6,5,0.545454545454545,"agm","pre","cl","SI"
"919","90",5,12,10,2,0.833333333333333,"agm","pre","cl","SI"
"920","90",8,6,4,2,0.666666666666667,"agm","pre","cl","SI"
"921","90",11,12,8,4,0.666666666666667,"agm","pre","cl","SI"
"922","90",14,8,3,5,0.375,"agm","pre","cl","SI"
"923","90",17,11,6,5,0.545454545454545,"agm","pre","cl","SI"
"924","90",20,13,7,6,0.538461538461538,"agm","pre","cl","SI"
"925","0",5,3,2,1,0.666666666666667,"cic","pre","rt","SI"
"926","0",8,2,2,0,1,"cic","pre","rt","SI"
"927","0",11,2,1,1,0.5,"cic","pre","rt","SI"
"928","0",14,2,2,0,1,"cic","pre","rt","SI"
"929","0",17,3,1,2,0.333333333333333,"cic","pre","rt","SI"
"930","0",20,3,3,0,1,"cic","pre","rt","SI"
"931","135",3,1,1,0,1,"cic","pre","rt","SI"
"932","135",5,2,1,1,0.5,"cic","pre","rt","SI"
"933","135",8,1,1,0,1,"cic","pre","rt","SI"
"934","135",11,5,3,2,0.6,"cic","pre","rt","SI"
"935","135",14,1,1,0,1,"cic","pre","rt","SI"
"936","135",17,2,0,2,0,"cic","pre","rt","SI"
"937","135",20,2,1,1,0.5,"cic","pre","rt","SI"
"938","45",3,1,1,0,1,"cic","pre","rt","SI"
"939","45",5,4,2,2,0.5,"cic","pre","rt","SI"
"940","45",8,3,2,1,0.666666666666667,"cic","pre","rt","SI"
"941","45",11,1,1,0,1,"cic","pre","rt","SI"
"942","45",14,3,2,1,0.666666666666667,"cic","pre","rt","SI"
"943","45",20,1,0,1,0,"cic","pre","rt","SI"
"944","90",3,5,3,2,0.6,"cic","pre","rt","SI"
"945","90",5,4,3,1,0.75,"cic","pre","rt","SI"
"946","90",8,2,1,1,0.5,"cic","pre","rt","SI"
"947","90",11,3,1,2,0.333333333333333,"cic","pre","rt","SI"
"948","90",20,1,0,1,0,"cic","pre","rt","SI"
"949","0",3,3,1,2,0.333333333333333,"jjr","pre","lt","SI"
"950","0",5,1,1,0,1,"jjr","pre","lt","SI"
"951","0",8,2,1,1,0.5,"jjr","pre","lt","SI"
"952","0",11,2,1,1,0.5,"jjr","pre","lt","SI"
"953","0",14,3,3,0,1,"jjr","pre","lt","SI"
"954","0",17,2,0,2,0,"jjr","pre","lt","SI"
"955","0",20,1,1,0,1,"jjr","pre","lt","SI"
"956","135",3,3,2,1,0.666666666666667,"jjr","pre","lt","SI"
"957","135",5,3,3,0,1,"jjr","pre","lt","SI"
"958","135",11,3,1,2,0.333333333333333,"jjr","pre","lt","SI"
"959","135",14,3,0,3,0,"jjr","pre","lt","SI"
"960","135",17,5,2,3,0.4,"jjr","pre","lt","SI"
"961","135",20,2,1,1,0.5,"jjr","pre","lt","SI"
"962","45",3,4,4,0,1,"jjr","pre","lt","SI"
"963","45",5,7,6,1,0.857142857142857,"jjr","pre","lt","SI"
"964","45",8,3,2,1,0.666666666666667,"jjr","pre","lt","SI"
"965","45",11,3,0,3,0,"jjr","pre","lt","SI"
"966","45",14,2,1,1,0.5,"jjr","pre","lt","SI"
"967","45",17,1,1,0,1,"jjr","pre","lt","SI"
"968","90",3,4,3,1,0.75,"jjr","pre","lt","SI"
"969","90",5,4,3,1,0.75,"jjr","pre","lt","SI"
"970","90",8,2,0,2,0,"jjr","pre","lt","SI"
"971","90",11,4,2,2,0.5,"jjr","pre","lt","SI"
"972","90",17,4,3,1,0.75,"jjr","pre","lt","SI"
"973","90",20,3,2,1,0.666666666666667,"jjr","pre","lt","SI"
"974","0",3,7,4,3,0.571428571428571,"lrc","pre","cl","SI"
"975","0",5,5,4,1,0.8,"lrc","pre","cl","SI"
"976","0",8,9,7,2,0.777777777777778,"lrc","pre","cl","SI"
"977","0",11,5,2,3,0.4,"lrc","pre","cl","SI"
"978","0",14,6,4,2,0.666666666666667,"lrc","pre","cl","SI"
"979","0",17,9,3,6,0.333333333333333,"lrc","pre","cl","SI"
"980","0",20,8,5,3,0.625,"lrc","pre","cl","SI"
"981","135",3,8,5,3,0.625,"lrc","pre","cl","SI"
"982","135",5,6,4,2,0.666666666666667,"lrc","pre","cl","SI"
"983","135",8,4,3,1,0.75,"lrc","pre","cl","SI"
"984","135",11,13,8,5,0.615384615384615,"lrc","pre","cl","SI"
"985","135",14,5,2,3,0.4,"lrc","pre","cl","SI"
"986","135",17,6,4,2,0.666666666666667,"lrc","pre","cl","SI"
"987","135",20,6,4,2,0.666666666666667,"lrc","pre","cl","SI"
"988","45",3,10,5,5,0.5,"lrc","pre","cl","SI"
"989","45",5,9,7,2,0.777777777777778,"lrc","pre","cl","SI"
"990","45",8,5,3,2,0.6,"lrc","pre","cl","SI"
"991","45",11,5,1,4,0.2,"lrc","pre","cl","SI"
"992","45",14,9,6,3,0.666666666666667,"lrc","pre","cl","SI"
"993","45",17,8,3,5,0.375,"lrc","pre","cl","SI"
"994","45",20,5,2,3,0.4,"lrc","pre","cl","SI"
"995","90",3,6,6,0,1,"lrc","pre","cl","SI"
"996","90",5,9,4,5,0.444444444444444,"lrc","pre","cl","SI"
"997","90",8,6,3,3,0.5,"lrc","pre","cl","SI"
"998","90",11,8,4,4,0.5,"lrc","pre","cl","SI"
"999","90",14,6,2,4,0.333333333333333,"lrc","pre","cl","SI"
"1000","90",17,7,5,2,0.714285714285714,"lrc","pre","cl","SI"
"1001","90",20,12,10,2,0.833333333333333,"lrc","pre","cl","SI"
"1002","0",3,9,1,8,0.111111111111111,"mab","pre","lt","SI"
"1003","0",5,6,4,2,0.666666666666667,"mab","pre","lt","SI"
"1004","0",8,13,8,5,0.615384615384615,"mab","pre","lt","SI"
"1005","0",11,9,5,4,0.555555555555556,"mab","pre","lt","SI"
"1006","0",14,15,6,9,0.4,"mab","pre","lt","SI"
"1007","0",17,13,7,6,0.538461538461538,"mab","pre","lt","SI"
"1008","0",20,17,6,11,0.352941176470588,"mab","pre","lt","SI"
"1009","135",3,14,11,3,0.785714285714286,"mab","pre","lt","SI"
"1010","135",5,11,9,2,0.818181818181818,"mab","pre","lt","SI"
"1011","135",8,11,8,3,0.727272727272727,"mab","pre","lt","SI"
"1012","135",11,14,9,5,0.642857142857143,"mab","pre","lt","SI"
"1013","135",14,10,6,4,0.6,"mab","pre","lt","SI"
"1014","135",17,11,5,6,0.454545454545455,"mab","pre","lt","SI"
"1015","135",20,10,7,3,0.7,"mab","pre","lt","SI"
"1016","45",3,13,12,1,0.923076923076923,"mab","pre","lt","SI"
"1017","45",5,16,12,4,0.75,"mab","pre","lt","SI"
"1018","45",8,14,9,5,0.642857142857143,"mab","pre","lt","SI"
"1019","45",11,8,8,0,1,"mab","pre","lt","SI"
"1020","45",14,11,6,5,0.545454545454545,"mab","pre","lt","SI"
"1021","45",17,12,7,5,0.583333333333333,"mab","pre","lt","SI"
"1022","45",20,7,6,1,0.857142857142857,"mab","pre","lt","SI"
"1023","90",3,12,10,2,0.833333333333333,"mab","pre","lt","SI"
"1024","90",5,13,10,3,0.769230769230769,"mab","pre","lt","SI"
"1025","90",8,9,8,1,0.888888888888889,"mab","pre","lt","SI"
"1026","90",11,13,4,9,0.307692307692308,"mab","pre","lt","SI"
"1027","90",14,9,7,2,0.777777777777778,"mab","pre","lt","SI"
"1028","90",17,11,6,5,0.545454545454545,"mab","pre","lt","SI"
"1029","90",20,13,6,7,0.461538461538462,"mab","pre","lt","SI"
"1030","0",3,3,1,2,0.333333333333333,"mdn","pre","lt","SI"
"1031","0",5,4,4,0,1,"mdn","pre","lt","SI"
"1032","0",8,6,5,1,0.833333333333333,"mdn","pre","lt","SI"
"1033","0",11,6,4,2,0.666666666666667,"mdn","pre","lt","SI"
"1034","0",14,7,5,2,0.714285714285714,"mdn","pre","lt","SI"
"1035","0",17,9,7,2,0.777777777777778,"mdn","pre","lt","SI"
"1036","0",20,9,4,5,0.444444444444444,"mdn","pre","lt","SI"
"1037","135",3,9,9,0,1,"mdn","pre","lt","SI"
"1038","135",5,7,6,1,0.857142857142857,"mdn","pre","lt","SI"
"1039","135",8,5,2,3,0.4,"mdn","pre","lt","SI"
"1040","135",11,9,4,5,0.444444444444444,"mdn","pre","lt","SI"
"1041","135",14,7,3,4,0.428571428571429,"mdn","pre","lt","SI"
"1042","135",17,6,4,2,0.666666666666667,"mdn","pre","lt","SI"
"1043","135",20,6,2,4,0.333333333333333,"mdn","pre","lt","SI"
"1044","45",3,5,2,3,0.4,"mdn","pre","lt","SI"
"1045","45",5,8,7,1,0.875,"mdn","pre","lt","SI"
"1046","45",8,10,5,5,0.5,"mdn","pre","lt","SI"
"1047","45",11,6,5,1,0.833333333333333,"mdn","pre","lt","SI"
"1048","45",14,8,5,3,0.625,"mdn","pre","lt","SI"
"1049","45",17,9,8,1,0.888888888888889,"mdn","pre","lt","SI"
"1050","45",20,6,2,4,0.333333333333333,"mdn","pre","lt","SI"
"1051","90",3,6,4,2,0.666666666666667,"mdn","pre","lt","SI"
"1052","90",5,7,4,3,0.571428571428571,"mdn","pre","lt","SI"
"1053","90",8,5,1,4,0.2,"mdn","pre","lt","SI"
"1054","90",11,6,2,4,0.333333333333333,"mdn","pre","lt","SI"
"1055","90",14,4,3,1,0.75,"mdn","pre","lt","SI"
"1056","90",17,8,5,3,0.625,"mdn","pre","lt","SI"
"1057","90",20,8,4,4,0.5,"mdn","pre","lt","SI"
"1058","0",3,7,6,1,0.857142857142857,"msz","pre","rt","SI"
"1059","0",5,6,2,4,0.333333333333333,"msz","pre","rt","SI"
"1060","0",8,8,5,3,0.625,"msz","pre","rt","SI"
"1061","0",11,6,3,3,0.5,"msz","pre","rt","SI"
"1062","0",14,9,3,6,0.333333333333333,"msz","pre","rt","SI"
"1063","0",17,12,6,6,0.5,"msz","pre","rt","SI"
"1064","0",20,15,8,7,0.533333333333333,"msz","pre","rt","SI"
"1065","135",3,11,9,2,0.818181818181818,"msz","pre","rt","SI"
"1066","135",5,7,6,1,0.857142857142857,"msz","pre","rt","SI"
"1067","135",8,8,2,6,0.25,"msz","pre","rt","SI"
"1068","135",11,12,8,4,0.666666666666667,"msz","pre","rt","SI"
"1069","135",14,7,2,5,0.285714285714286,"msz","pre","rt","SI"
"1070","135",17,8,4,4,0.5,"msz","pre","rt","SI"
"1071","135",20,7,3,4,0.428571428571429,"msz","pre","rt","SI"
"1072","45",3,11,11,0,1,"msz","pre","rt","SI"
"1073","45",5,6,5,1,0.833333333333333,"msz","pre","rt","SI"
"1074","45",8,9,6,3,0.666666666666667,"msz","pre","rt","SI"
"1075","45",11,5,2,3,0.4,"msz","pre","rt","SI"
"1076","45",14,7,7,0,1,"msz","pre","rt","SI"
"1077","45",17,8,2,6,0.25,"msz","pre","rt","SI"
"1078","45",20,3,2,1,0.666666666666667,"msz","pre","rt","SI"
"1079","90",3,8,5,3,0.625,"msz","pre","rt","SI"
"1080","90",5,12,9,3,0.75,"msz","pre","rt","SI"
"1081","90",8,6,3,3,0.5,"msz","pre","rt","SI"
"1082","90",11,12,8,4,0.666666666666667,"msz","pre","rt","SI"
"1083","90",14,4,2,2,0.5,"msz","pre","rt","SI"
"1084","90",17,7,3,4,0.428571428571429,"msz","pre","rt","SI"
"1085","90",20,7,5,2,0.714285714285714,"msz","pre","rt","SI"
"1086","0",3,4,3,1,0.75,"nga","pre","rt","SI"
"1087","0",5,2,1,1,0.5,"nga","pre","rt","SI"
"1088","0",8,1,0,1,0,"nga","pre","rt","SI"
"1089","0",11,1,1,0,1,"nga","pre","rt","SI"
"1090","0",14,6,3,3,0.5,"nga","pre","rt","SI"
"1091","0",17,5,3,2,0.6,"nga","pre","rt","SI"
"1092","0",20,4,0,4,0,"nga","pre","rt","SI"
"1093","135",3,6,6,0,1,"nga","pre","rt","SI"
"1094","135",5,2,2,0,1,"nga","pre","rt","SI"
"1095","135",8,4,2,2,0.5,"nga","pre","rt","SI"
"1096","135",11,1,0,1,0,"nga","pre","rt","SI"
"1097","135",14,4,3,1,0.75,"nga","pre","rt","SI"
"1098","135",17,2,2,0,1,"nga","pre","rt","SI"
"1099","135",20,3,1,2,0.333333333333333,"nga","pre","rt","SI"
"1100","45",3,3,3,0,1,"nga","pre","rt","SI"
"1101","45",5,2,1,1,0.5,"nga","pre","rt","SI"
"1102","45",8,2,1,1,0.5,"nga","pre","rt","SI"
"1103","45",11,3,2,1,0.666666666666667,"nga","pre","rt","SI"
"1104","45",14,3,2,1,0.666666666666667,"nga","pre","rt","SI"
"1105","45",17,2,1,1,0.5,"nga","pre","rt","SI"
"1106","45",20,2,2,0,1,"nga","pre","rt","SI"
"1107","90",3,3,2,1,0.666666666666667,"nga","pre","rt","SI"
"1108","90",5,4,3,1,0.75,"nga","pre","rt","SI"
"1109","90",8,5,2,3,0.4,"nga","pre","rt","SI"
"1110","90",11,4,2,2,0.5,"nga","pre","rt","SI"
"1111","90",14,5,4,1,0.8,"nga","pre","rt","SI"
"1112","90",20,4,1,3,0.25,"nga","pre","rt","SI"
"1113","0",3,4,4,0,1,"pab","pre","cl","SI"
"1114","0",5,3,3,0,1,"pab","pre","cl","SI"
"1115","0",8,7,4,3,0.571428571428571,"pab","pre","cl","SI"
"1116","0",11,4,4,0,1,"pab","pre","cl","SI"
"1117","0",14,6,6,0,1,"pab","pre","cl","SI"
"1118","0",17,4,3,1,0.75,"pab","pre","cl","SI"
"1119","0",20,4,2,2,0.5,"pab","pre","cl","SI"
"1120","135",3,7,7,0,1,"pab","pre","cl","SI"
"1121","135",5,3,3,0,1,"pab","pre","cl","SI"
"1122","135",8,5,4,1,0.8,"pab","pre","cl","SI"
"1123","135",11,4,3,1,0.75,"pab","pre","cl","SI"
"1124","135",14,6,4,2,0.666666666666667,"pab","pre","cl","SI"
"1125","135",17,4,4,0,1,"pab","pre","cl","SI"
"1126","135",20,5,4,1,0.8,"pab","pre","cl","SI"
"1127","45",3,4,4,0,1,"pab","pre","cl","SI"
"1128","45",5,6,6,0,1,"pab","pre","cl","SI"
"1129","45",8,8,8,0,1,"pab","pre","cl","SI"
"1130","45",11,2,2,0,1,"pab","pre","cl","SI"
"1131","45",14,3,2,1,0.666666666666667,"pab","pre","cl","SI"
"1132","45",17,7,4,3,0.571428571428571,"pab","pre","cl","SI"
"1133","45",20,2,1,1,0.5,"pab","pre","cl","SI"
"1134","90",3,3,2,1,0.666666666666667,"pab","pre","cl","SI"
"1135","90",5,8,6,2,0.75,"pab","pre","cl","SI"
"1136","90",8,2,1,1,0.5,"pab","pre","cl","SI"
"1137","90",11,9,5,4,0.555555555555556,"pab","pre","cl","SI"
"1138","90",14,3,1,2,0.333333333333333,"pab","pre","cl","SI"
"1139","90",17,4,1,3,0.25,"pab","pre","cl","SI"
"1140","90",20,8,5,3,0.625,"pab","pre","cl","SI"
"1141","0",3,5,5,0,1,"at-","pre","hk","SI"
"1142","0",5,7,6,1,0.857142857142857,"at-","pre","hk","SI"
"1143","0",11,4,4,0,1,"at-","pre","hk","SI"
"1144","0",14,8,5,3,0.625,"at-","pre","hk","SI"
"1145","0",17,3,2,1,0.666666666666667,"at-","pre","hk","SI"
"1146","0",20,6,4,2,0.666666666666667,"at-","pre","hk","SI"
"1147","45",3,4,1,3,0.25,"at-","pre","hk","SI"
"1148","45",5,6,5,1,0.833333333333333,"at-","pre","hk","SI"
"1149","45",8,4,3,1,0.75,"at-","pre","hk","SI"
"1150","45",11,4,2,2,0.5,"at-","pre","hk","SI"
"1151","45",14,2,0,2,0,"at-","pre","hk","SI"
"1152","45",17,7,5,2,0.714285714285714,"at-","pre","hk","SI"
"1153","45",20,8,5,3,0.625,"at-","pre","hk","SI"
"1154","90",3,7,5,2,0.714285714285714,"at-","pre","hk","SI"
"1155","90",5,6,5,1,0.833333333333333,"at-","pre","hk","SI"
"1156","90",8,6,5,1,0.833333333333333,"at-","pre","hk","SI"
"1157","90",11,5,3,2,0.6,"at-","pre","hk","SI"
"1158","90",14,7,6,1,0.857142857142857,"at-","pre","hk","SI"
"1159","90",17,4,2,2,0.5,"at-","pre","hk","SI"
"1160","90",20,8,4,4,0.5,"at-","pre","hk","SI"
"1161","135",3,6,6,0,1,"at-","pre","hk","SI"
"1162","135",5,5,5,0,1,"at-","pre","hk","SI"
"1163","135",8,6,4,2,0.666666666666667,"at-","pre","hk","SI"
"1164","135",11,5,4,1,0.8,"at-","pre","hk","SI"
"1165","135",14,6,3,3,0.5,"at-","pre","hk","SI"
"1166","135",17,3,2,1,0.666666666666667,"at-","pre","hk","SI"
"1167","135",20,5,1,4,0.2,"at-","pre","hk","SI"
"1168","0",3,9,8,1,0.888888888888889,"lfa","pre","hk","SI"
"1169","0",5,10,9,1,0.9,"lfa","pre","hk","SI"
"1170","0",8,10,8,2,0.8,"lfa","pre","hk","SI"
"1171","0",11,8,5,3,0.625,"lfa","pre","hk","SI"
"1172","0",14,9,5,4,0.555555555555556,"lfa","pre","hk","SI"
"1173","0",17,8,3,5,0.375,"lfa","pre","hk","SI"
"1174","0",20,9,3,6,0.333333333333333,"lfa","pre","hk","SI"
"1175","45",3,8,7,1,0.875,"lfa","pre","hk","SI"
"1176","45",5,9,7,2,0.777777777777778,"lfa","pre","hk","SI"
"1177","45",8,9,4,5,0.444444444444444,"lfa","pre","hk","SI"
"1178","45",11,7,3,4,0.428571428571429,"lfa","pre","hk","SI"
"1179","45",14,11,6,5,0.545454545454545,"lfa","pre","hk","SI"
"1180","45",17,9,3,6,0.333333333333333,"lfa","pre","hk","SI"
"1181","45",20,7,5,2,0.714285714285714,"lfa","pre","hk","SI"
"1182","90",3,8,6,2,0.75,"lfa","pre","hk","SI"
"1183","90",5,4,2,2,0.5,"lfa","pre","hk","SI"
"1184","90",8,8,4,4,0.5,"lfa","pre","hk","SI"
"1185","90",11,8,6,2,0.75,"lfa","pre","hk","SI"
"1186","90",14,9,4,5,0.444444444444444,"lfa","pre","hk","SI"
"1187","90",17,8,5,3,0.625,"lfa","pre","hk","SI"
"1188","90",20,10,6,4,0.6,"lfa","pre","hk","SI"
"1189","135",3,10,6,4,0.6,"lfa","pre","hk","SI"
"1190","135",5,7,7,0,1,"lfa","pre","hk","SI"
"1191","135",8,8,3,5,0.375,"lfa","pre","hk","SI"
"1192","135",11,10,5,5,0.5,"lfa","pre","hk","SI"
"1193","135",14,8,4,4,0.5,"lfa","pre","hk","SI"
"1194","135",17,7,5,2,0.714285714285714,"lfa","pre","hk","SI"
"1195","135",20,6,2,4,0.333333333333333,"lfa","pre","hk","SI"
"1196","0",3,8,3,5,0.375,"lms","pre","hk","SI"
"1197","0",5,7,6,1,0.857142857142857,"lms","pre","hk","SI"
"1198","0",8,5,3,2,0.6,"lms","pre","hk","SI"
"1199","0",11,4,3,1,0.75,"lms","pre","hk","SI"
"1200","0",14,7,1,6,0.142857142857143,"lms","pre","hk","SI"
"1201","0",17,4,2,2,0.5,"lms","pre","hk","SI"
"1202","0",20,7,5,2,0.714285714285714,"lms","pre","hk","SI"
"1203","45",3,8,6,2,0.75,"lms","pre","hk","SI"
"1204","45",5,5,2,3,0.4,"lms","pre","hk","SI"
"1205","45",8,3,1,2,0.333333333333333,"lms","pre","hk","SI"
"1206","45",11,8,2,6,0.25,"lms","pre","hk","SI"
"1207","45",14,6,3,3,0.5,"lms","pre","hk","SI"
"1208","45",17,7,5,2,0.714285714285714,"lms","pre","hk","SI"
"1209","45",20,7,5,2,0.714285714285714,"lms","pre","hk","SI"
"1210","90",3,6,4,2,0.666666666666667,"lms","pre","hk","SI"
"1211","90",5,4,2,2,0.5,"lms","pre","hk","SI"
"1212","90",8,4,3,1,0.75,"lms","pre","hk","SI"
"1213","90",11,4,3,1,0.75,"lms","pre","hk","SI"
"1214","90",14,3,2,1,0.666666666666667,"lms","pre","hk","SI"
"1215","90",17,7,3,4,0.428571428571429,"lms","pre","hk","SI"
"1216","90",20,7,6,1,0.857142857142857,"lms","pre","hk","SI"
"1217","135",3,7,4,3,0.571428571428571,"lms","pre","hk","SI"
"1218","135",5,6,5,1,0.833333333333333,"lms","pre","hk","SI"
"1219","135",8,7,4,3,0.571428571428571,"lms","pre","hk","SI"
"1220","135",11,6,3,3,0.5,"lms","pre","hk","SI"
"1221","135",14,5,4,1,0.8,"lms","pre","hk","SI"
"1222","135",17,6,1,5,0.166666666666667,"lms","pre","hk","SI"
"1223","135",20,5,2,3,0.4,"lms","pre","hk","SI"
"1224","0",3,7,5,2,0.714285714285714,"mcm","pre","hk","SI"
"1225","0",5,9,8,1,0.888888888888889,"mcm","pre","hk","SI"
"1226","0",8,9,6,3,0.666666666666667,"mcm","pre","hk","SI"
"1227","0",11,5,5,0,1,"mcm","pre","hk","SI"
"1228","0",14,8,7,1,0.875,"mcm","pre","hk","SI"
"1229","0",17,8,4,4,0.5,"mcm","pre","hk","SI"
"1230","0",20,8,3,5,0.375,"mcm","pre","hk","SI"
"1231","45",3,10,5,5,0.5,"mcm","pre","hk","SI"
"1232","45",5,5,3,2,0.6,"mcm","pre","hk","SI"
